hip,hd,bayer,flam,con,mag,dist
20250,27382,Phi,52,Tau,4.97,98.4252
20252,27348,,54,Per,4.93,66.9344
20261,27459,,58,Tau,5.26,46.9484
20297,29116,Nu,,Men,5.78,52.0562
20354,27396,,53,Per,4.8,155.521
20384,28093,Eta,,Ret,5.24,117.9245
20400,27628,,60,Tau,5.72,44.3853
20430,27638,Chi,59,Tau,5.38,89.2857
20455,27697,Del-1,61,Tau,3.77,47.7099
20484,27749,,63,Tau,5.64,49.9002
20507,27861,Xi,42,Eri,5.17,64.1026
20522,27820,,66,Tau,5.1,121.3592
20533,27778,,62,Tau,6.34,278.5515
20535,28028,,43,Eri,3.97,90.8265
20542,27819,Del-2,64,Tau,4.8,49.4805
20579,27777,,55,Per,5.73,137.3626
20591,27786,,56,Per,5.77,40.6174
20635,27934,Kap-1,65,Tau,4.21,47.1921
20641,27946,Kap-2,67,Tau,5.27,45.3926
20648,27962,Del-3,68,Tau,4.3,45.5373
20661,27991,,70,Tau,6.44,47.1698
20711,28024,Ups,69,Tau,4.28,47.1476
20713,28052,,71,Tau,4.48,49.0918
20732,28100,Pi,73,Tau,4.69,127.7139
20789,28149,,72,Tau,5.53,115.8749
20873,28294,,76,Tau,5.9,57.5705
20877,28292,,75,Tau,4.96,57.241
20885,28307,The-1,77,Tau,3.84,47.3261
20889,28305,Eps,74,Tau,3.53,44.964
20894,28319,The-2,78,Tau,3.4,46.1042
20901,28355,,79,Tau,5.02,48.852
20995,28485,,80,Tau,5.58,45.8295
21036,28556,,83,Tau,5.4,45.208
21039,28546,,81,Tau,5.47,44.9236
21060,28873,Del,,Cae,5.07,215.9827
21082,28595,,84,Tau,6.28,167.7852
21137,28677,,85,Tau,6.01,45.1671
21139,28749,,45,Eri,4.91,201.2072
21148,28446,,1,Cam,5.78,100000.0
21242,28704,,57,Per,6.09,59.1716
21248,29085,Ups-1,50,Eri,4.49,38.956
21273,28910,Rho,86,Tau,4.65,48.5201
21278,29009,,46,Eri,5.71,253.8071
21281,29305,Alp,,Dor,3.3,51.7063
21296,29064,,47,Eri,5.2,304.878
21393,29291,Ups-2,52,Eri,3.81,65.5738
21402,29140,,88,Tau,4.25,47.8927
21421,29139,Alp,87,Tau,0.87,20.4332
21444,29248,Nu,48,Eri,3.93,207.0393
21476,29094,,58,Per,4.25,244.4988
21547,29391,,51,Eri,5.22,29.4291
21588,29375,,89,Tau,5.78,49.8256
21589,29388,,90,Tau,4.27,47.081
21594,29503,,53,Eri,3.86,33.6814
21673,29479,Sig-1,91,Tau,5.08,45.0857
21683,29488,Sig-2,92,Tau,4.67,47.6872
21727,29317,,3,Cam,5.07,129.5337
21730,29316,,2,Cam,5.36,44.4642
21735,29589,,93,Tau,5.45,127.7139
21763,29755,,54,Eri,4.32,112.9944
21770,29875,Alp,,Cae,4.44,20.1654
21861,29992,Bet,,Cae,5.04,28.6697
21881,29763,Tau,94,Tau,4.27,122.1001
21914,30185,Lam,,Pic,5.3,114.8106
21928,29722,,59,Per,5.3,73.9645
21949,30612,Mu,,Men,5.53,150.6024
21961,29859,,95,Tau,6.18,48.2625
21986,30020,,55,Eri,5.98,653.5948
22024,30076,,56,Eri,5.78,100000.0
22040,30478,Kap,,Dor,5.28,67.0241
22109,30211,Mu,57,Eri,4.01,160.0
22263,30495,,58,Eri,5.49,13.2767
22280,30608,Zet,,Cae,6.35,131.7523
22287,30121,,4,Cam,5.29,52.7704
22325,30606,,59,Eri,5.76,41.7188
22441,30605,,96,Tau,6.09,333.3333
22449,30652,Pi-3,1,Ori,3.19,8.0684
22479,30814,,60,Eri,5.03,72.3066
22509,30739,Pi-2,2,Ori,4.35,68.8231
22531,31203,Iot,,Pic,5.58,41.5628
22534,31204,Iot,,Pic,6.42,38.5356
22549,30836,Pi-4,3,Ori,3.68,322.5806
22565,30780,,97,Tau,5.08,51.2558
22667,30959,Omi-1,4,Ori,4.71,199.6008
22678,30834,,2,Aur,4.79,184.5018
22701,31109,Ome,61,Eri,4.36,72.0461
22730,31139,,5,Ori,5.33,181.1594
22783,30614,Alp,9,Cam,4.26,100000.0
22797,31237,Pi-5,8,Ori,3.71,411.5226
22833,31283,,6,Ori,5.18,69.979
22845,31295,Pi-1,7,Ori,4.64,35.6633
22854,30958,,5,Cam,5.52,190.1141
22871,32440,Eta,,Men,5.47,204.918
22957,31421,Omi-2,9,Ori,4.06,57.0125
22958,31512,,62,Eri,5.5,227.2727
22994,31189,,6,Cam,6.65,268.0965
23015,31398,Iot,3,Aur,2.69,151.2859
23040,31278,,7,Cam,4.43,114.0251
23068,31553,,99,Tau,5.79,139.6648
23088,31592,,98,Tau,5.79,87.184
23123,31767,Pi-6,10,Ori,4.47,289.8551
23148,34172,Xi,,Men,5.84,113.1222
23179,31647,Ome,4,Aur,4.93,52.2739
23214,31845,,101,Tau,6.75,40.8163
23216,31579,,8,Cam,6.09,176.3668
23221,32008,,63,Eri,5.39,53.9665
23231,32045,,64,Eri,4.78,88.968
23261,31761,,5,Aur,5.95,59.7372
23268,31780,,6,Aur,6.46,336.7003
23364,32249,Psi,65,Eri,4.8,226.7574
23416,31964,Eps,7,Aur,3.03,653.5948
23453,32068,Zet,8,Aur,3.69,240.9639
23467,33285,Bet,,Men,5.3,243.309
23474,32503,,1,Lep,5.74,143.472
23482,32743,Eta-1,,Pic,5.37,26.0756
23497,32301,Iot,102,Tau,4.62,52.9661
23522,31910,Bet,10,Cam,4.03,267.3797
23595,32831,Gam-1,,Cae,4.55,55.5864
23596,32846,Gam-2,,Cae,6.32,98.3284
23607,32549,,11,Ori,4.65,111.9821
23649,33042,Eta-2,,Pic,5.05,136.0544
23685,32887,Eps,2,Lep,3.19,65.4022
23693,33262,Zet,,Dor,4.71,11.6455
23734,32343,,11,Cam,5.22,210.084
23743,32357,,12,Cam,6.08,218.8184
23767,32630,Eta,10,Aur,3.18,74.6269
23783,32537,,9,Aur,4.98,26.2881
23794,32964,,66,Eri,5.12,94.697
23835,32923,,104,Tau,4.91,15.4345
23852,33021,,13,Ori,6.15,27.6702
23871,32977,,106,Tau,5.28,58.1058
23875,33111,Bet,67,Eri,2.78,27.3973
23879,33054,,14,Ori,5.33,64.6412
23883,32991,,105,Tau,5.84,331.1258
23900,32990,,103,Tau,5.5,458.7156
23941,33256,,68,Eri,5.11,25.4582
23949,33121,,107,Tau,6.51,137.931
23972,33328,Lam,69,Eri,4.25,248.7562
23983,33254,,16,Ori,5.43,54.7046
24010,33276,,15,Ori,4.81,165.0165
24244,33802,Iot,3,Lep,4.45,71.0732
24305,33904,Mu,5,Lep,3.29,57.0125
24327,33949,Kap,4,Lep,4.36,223.2143
24331,33856,Rho,17,Ori,4.46,107.2961
24340,33641,Mu,11,Aur,4.82,46.9043
24348,33296,,14,Cam,6.49,79.3021
24372,34649,The,,Dor,4.81,150.6024
24436,34085,Bet,19,Ori,0.18,264.5503
24504,33959,,14,Aur,5.01,87.5657
24512,34053,,108,Tau,6.26,214.5923
24555,34203,,18,Ori,5.52,135.8696
24608,34029,Alp,13,Aur,0.08,13.1234
24659,34642,Omi,,Col,4.81,32.4465
24674,34503,Tau,20,Ori,3.59,151.5152
24727,34334,,16,Aur,4.54,71.2251
24740,34364,,17,Aur,6.15,122.1001
24813,34411,Lam,15,Aur,4.69,12.631
24817,34658,,21,Ori,5.34,61.9579
24822,34559,,109,Tau,4.96,75.815
24829,35072,Zet,,Pic,5.44,35.7143
24832,34499,,18,Aur,6.49,68.5871
24836,34233,,15,Cam,6.13,240.9639
24845,34816,Lam,6,Lep,4.29,261.0966
24873,34863,Nu,7,Lep,5.29,102.2495
24879,34578,,19,Aur,5.05,636.9427
25044,35039,,22,Ori,4.72,284.9003
25048,34759,Rho,20,Aur,5.22,162.3377
25098,35580,Kap,,Pic,6.1,194.5525
25142,35149,,23,Ori,4.99,476.1905
25192,35076,,22,Aur,6.45,162.6016
25197,34787,,16,Cam,5.24,103.0928
25202,35337,,8,Lep,5.25,505.0505
25216,35189,,110,Tau,6.09,124.8439
25247,35369,,29,Ori,4.13,48.2393
25278,35296,,111,Tau,5.0,14.3864
25281,35411,Eta,28,Ori,3.35,299.4012
25282,35410,,27,Ori,5.07,57.2082
25292,35186,Sig,21,Aur,5.02,143.2665
25302,35439,Psi-1,25,Ori,4.89,318.4713
25303,35860,The,,Pic,6.26,157.2327
25336,35468,Gam,24,Ori,1.64,77.3994
25410,35532,,113,Tau,6.23,179.5332
25428,35497,Bet,112,Tau,1.65,41.0509
25429,36189,Lam,,Dor,5.14,140.4494
25473,35715,Psi-2,30,Ori,4.59,348.4321
25499,35671,,115,Tau,5.4,168.3502
25539,35708,,114,Tau,4.88,191.5709
25541,35620,Phi,24,Aur,5.08,138.8889
25555,35770,,116,Tau,5.52,130.039
25583,35802,,117,Tau,5.77,187.9699
25606,36079,Bet,9,Lep,2.81,49.1642
25695,35943,,118,Tau,5.47,130.3781
25737,36167,,31,Ori,4.71,155.7632
25769,35583,,17,Cam,5.43,288.1844
25813,36267,,32,Ori,4.2,92.8505
25853,36473,,10,Lep,5.53,83.2639
25859,36597,Eps,,Col,3.86,80.7103
25861,36351,,33,Ori,5.46,348.4321
25918,37763,Gam,,Men,5.18,31.3578
25923,36512,Ups,36,Ori,4.62,877.193
25930,36486,Del,34,Ori,2.25,212.3142
25945,36389,,119,Tau,4.32,549.4505
25973,36066,,18,Cam,6.44,42.6985
25984,36371,Chi,25,Aur,4.71,100000.0
25985,36673,Alp,11,Lep,2.58,680.2721
26064,36576,,120,Tau,5.67,476.1905
26069,37350,Bet,,Dor,3.76,308.642
26093,36653,,35,Ori,5.6,136.7989
26126,36777,,38,Ori,5.32,84.6024
26176,36822,Phi-1,37,Ori,4.39,333.3333
26207,36861,Lam,39,Ori,3.39,336.7003
26220,37020,The-1,41,Ori,4.98,100000.0
26221,37022,The-1,41,Ori,5.13,100000.0
26224,37023,The-1,41,Ori,6.71,100000.0
26235,37041,The-2,43,Ori,4.98,473.9336
26237,37018,,42,Ori,4.58,271.0027
26241,37043,Iot,44,Ori,2.75,714.2857
26248,36819,,121,Tau,5.37,169.4915
26264,38602,Iot,,Men,6.04,261.7801
26268,37077,,45,Ori,5.24,110.2536
26311,37128,Eps,46,Ori,1.69,606.0606
26366,37160,Phi-2,40,Ori,4.09,36.0231
26382,37147,,122,Tau,5.53,48.5909
26394,39091,Pi,,Men,5.65,18.315
26408,36570,,19,Cam,6.15,111.2347
26412,37430,Nu-1,,Col,6.15,39.3701
26426,36770,,20,Cam,7.46,166.3894
26451,37202,Zet,123,Tau,2.97,136.4256
26460,37495,Nu-2,,Col,5.28,40.7997
26536,37269,,26,Aur,5.4,173.6111
26549,37468,Sig,48,Ori,3.77,328.9474
26563,37507,,49,Ori,4.77,44.603
26587,37070,,22,Cam,7.03,60.0601
26594,37490,Ome,47,Ori,4.5,423.7288
26634,37795,Alp,,Col,2.65,80.1282
26640,37438,,125,Tau,5.18,131.0616
26700,37136,,21,Cam,6.86,156.9859
26727,37742,Zet,50,Ori,1.74,225.7336
26777,37711,,126,Tau,4.84,194.9318
26865,38090,,12,Lep,5.88,304.878
26885,37984,,51,Ori,4.9,90.009
26925,37940,,127,Tau,6.66,110.3753
26942,37601,,24,Cam,6.05,59.1716
27046,37638,,23,Cam,6.17,110.9878
27072,38393,Gam,13,Lep,3.59,8.927
27100,39014,Del,,Dor,4.34,45.8716
27106,38219,,128,Tau,6.99,172.4138
27196,38104,Omi,27,Aur,5.46,126.7427
27204,38666,Mu,,Col,5.18,408.1633
27249,38091,,26,Cam,5.93,60.7903
27265,38478,,129,Tau,6.0,225.2252
27283,38129,,28,Cam,6.79,216.9197
27288,38678,Zet,14,Lep,3.55,21.6076
27316,38545,,131,Tau,5.72,104.1667
27321,39060,Bet,,Pic,3.85,19.4401
27338,38558,,130,Tau,5.47,546.4481
27364,38622,,133,Tau,5.28,194.1748
27366,38771,Kap,53,Ori,2.07,198.4127
27369,39810,Lam,,Men,6.54,138.6963
27386,38710,,52,Ori,5.26,165.0165
27458,38604,,28,Aur,6.8,200.4008
27468,38751,,132,Tau,4.88,111.4827
27483,38656,Tau,29,Aur,4.51,63.4115
27511,38899,,134,Tau,4.89,76.2777
27530,39523,Gam,,Pic,4.5,54.2005
27534,39844,Eps,,Dor,5.1,176.0563
27566,40953,Kap,,Men,5.46,87.4126
27581,39019,,135,Tau,5.54,97.0874
27592,38618,,29,Cam,6.53,146.4129
27628,39425,Bet,,Col,3.12,26.7308
27639,38944,Ups,31,Aur,4.72,160.2564
27654,39364,Del,15,Lep,3.76,34.8675
27658,39291,,55,Ori,5.36,321.5434
27673,39003,Nu,32,Aur,3.97,70.6215
27731,38831,,30,Cam,6.14,148.368
27743,39317,,137,Tau,5.6,130.039
27750,39400,,56,Ori,4.76,386.1004
27810,39764,Lam,,Col,4.88,102.5641
27830,39357,,136,Tau,4.56,129.7017
27913,39587,Chi-1,54,Ori,4.39,8.6633
27949,39283,Xi,30,Aur,4.96,73.046
27965,39698,,57,Ori,5.92,558.6592
27971,39220,,31,Cam,5.2,143.6782
27989,39801,Alp,58,Ori,0.45,152.6718
28010,40176,Xi,,Col,4.97,102.0408
28098,40248,Sig,,Col,5.52,510.2041
28103,40136,Eta,16,Lep,3.71,14.8787
28199,40494,Gam,,Col,4.36,266.6667
28237,40111,,139,Tau,4.81,476.1905
28271,40372,,59,Ori,5.89,111.7318
28296,40446,,60,Ori,5.21,136.612
28321,40535,,1,Mon,6.15,90.3342
28325,40536,,2,Mon,5.04,87.7963
28328,40808,Eta,,Col,3.96,144.7178
28358,40035,Del,33,Aur,3.72,38.6399
28360,40183,Bet,34,Aur,1.9,24.8694
28380,40312,The,37,Aur,2.65,50.7614
28404,40239,Pi,35,Aur,4.3,230.4147
28455,40545,,140,Tau,7.04,180.8318
28499,40394,,36,Aur,5.71,354.6099
28574,40967,,3,Mon,4.92,240.3846
28614,40932,Mu,61,Ori,4.12,47.5059
28677,40801,,38,Aur,6.08,65.2316
28691,41040,,64,Ori,5.14,220.2643
28716,41117,Chi-2,62,Ori,4.64,552.4862
28734,41116,,1,Gem,4.16,47.5511
28812,41361,,63,Ori,5.67,401.6064
28814,41380,,66,Ori,5.63,100000.0
28816,41511,,17,Lep,4.92,278.5515
28823,41074,,39,Aur,5.9,49.7265
28910,41695,The,18,Lep,4.67,52.9661
28909,42525,Eta-1,,Dor,5.72,98.6193
28946,41357,,40,Aur,5.35,104.4932
28957,42078,Pi-1,,Col,6.15,83.4028
28969,41543,,2,Gem,6.67,211.4165
29034,42167,The,,Col,5.0,221.2389
29038,41753,Nu,67,Ori,4.42,158.2278
29048,42042,,19,Lep,5.28,257.0694
29064,42303,Pi-2,,Col,5.5,74.4602
29134,43107,Nu,,Dor,5.06,91.9118
29225,42087,,3,Gem,5.75,100000.0
29246,41597,,37,Cam,5.35,116.8224
29271,43834,Alp,,Men,5.08,10.1978
29276,42933,Del,,Pic,4.72,398.4064
29288,42216,,4,Gem,6.88,261.0966
29315,41783,,38,Cam,7.14,212.3142
29348,41782,,39,Cam,6.48,362.3188
29353,43455,Eta-2,,Dor,5.01,196.4637
29379,42398,,5,Gem,5.83,174.216
29388,42126,,41,Aur,5.78,102.459
29426,42560,Xi,70,Ori,4.45,186.2197
29433,42509,,68,Ori,5.76,255.102
29434,42545,,69,Ori,4.95,162.0746
29450,42543,,6,Gem,6.51,100000.0
29490,41927,,36,Cam,5.36,219.2982
29650,43042,,71,Ori,5.2,20.816
29651,43232,Gam,5,Mon,3.99,152.6718
29655,42995,Eta,7,Gem,3.31,117.9245
29696,43039,Kap,44,Aur,4.32,54.2594
29704,43153,,72,Ori,5.34,160.2564
29730,42633,,40,Cam,5.37,150.8296
29736,43247,,73,Ori,5.44,357.1429
29789,43261,,8,Gem,6.09,136.9863
29800,43386,,74,Ori,5.04,19.2493
29807,43785,Kap,,Col,4.37,55.9597
29840,43384,,9,Gem,6.24,100000.0
29850,43525,,75,Ori,5.39,69.1085
29884,43244,,42,Aur,6.53,71.1744
29885,43760,,6,Mon,6.76,425.5319
29919,42973,,1,Lyn,5.01,195.6947
29949,43380,,43,Aur,6.33,121.2121
30003,43740,,10,Gem,6.58,271.0027
30046,43818,,11,Gem,6.91,990.099
30049,43836,,12,Gem,6.95,775.1938
30060,43378,,2,Lyn,4.44,48.0077
30073,44112,,7,Mon,5.27,267.3797
30122,44402,Zet,1,CMa,3.02,111.1111
30247,43905,,45,Aur,5.34,59.2066
30272,43812,,4,Lyn,6.05,152.207
30277,44762,Del,,Col,3.85,71.736
30278,43749,,3,Lyn,7.2,65.8762
30321,45669,Pi-1,,Dor,5.56,189.7533
30324,44743,Bet,2,CMa,1.98,151.0574
30342,45229,Nu,,Pic,5.6,48.2625
30343,44478,Mu,13,Gem,2.87,71.0227
30419,44769,Eps,8,Mon,4.39,37.4953
30438,45348,Alp,,Car,-0.62,94.7867
30520,44537,Psi-1,46,Aur,4.92,100000.0
30565,46116,Pi-2,,Dor,5.37,82.7815
30588,44974,,14,Gem,6.53,116.9591
30679,44708,,5,Lyn,5.21,191.9386
30700,45418,,9,Mon,6.5,287.3563
30757,45352,,15,Gem,6.54,172.117
30769,45394,,16,Gem,6.22,142.4501
30772,45546,,10,Mon,5.06,333.3333
30788,45813,Lam,,CMa,4.47,129.8701
30827,45412,,48,Aur,5.75,100000.0
30867,45725,Bet,11,Mon,3.76,207.4689
30883,45542,Nu,18,Gem,4.13,166.9449
30972,45466,,47,Aur,5.88,187.2659
31039,45410,,6,Lyn,5.86,55.8036
31105,46031,,19,Gem,6.38,134.9528
31125,46328,Xi-1,4,CMa,4.34,423.7288
31137,46860,Mu,,Pic,5.69,232.0186
31158,46136,,20,Gem,6.26,80.2568
31159,46241,,12,Mon,5.88,172.4138
31216,46300,,13,Mon,4.47,100000.0
31359,46101,,7,Lyn,6.45,295.858
31368,46516,,22,Gem,7.07,212.3142
31385,46642,,14,Mon,6.44,115.4734
31416,46933,Xi-2,5,CMa,4.54,135.318
31434,46553,,49,Aur,5.26,113.3787
31525,46781,,23,Gem,6.73,78.6164
31526,46318,,9,Lyn,6.56,83.612
31564,47138,Nu-1,6,CMa,5.71,107.5269
31592,47205,Nu-2,7,CMa,3.95,19.7511
31665,46590,,11,Lyn,5.87,101.7294
31676,46480,,8,Lyn,5.94,52.0562
31681,47105,Gam,24,Gem,1.93,33.5121
31685,47670,Nu,,Pup,3.17,113.8952
31700,47442,Nu-3,8,CMa,4.42,129.199
31737,47152,,53,Aur,5.76,106.2699
31763,46635,,10,Lyn,6.96,262.4672
31771,47070,,51,Aur,5.7,149.7006
31789,47100,Psi-3,52,Aur,5.34,420.1681
31832,47174,Psi-2,50,Aur,4.8,127.551
31852,47395,,54,Aur,6.02,258.3979
31897,50506,Zet,,Men,5.61,126.9036
31944,47005,,41,Cam,6.58,102.145
31978,47839,,15,Mon,4.66,281.6901
32019,47731,,25,Gem,6.45,632.9114
32104,48097,,26,Gem,5.2,43.63
32173,47914,Psi-4,55,Aur,5.04,99.2063
32246,48329,Eps,27,Gem,3.06,259.0674
32249,48433,,30,Gem,4.49,88.574
32292,48917,,10,CMa,5.23,100000.0
32311,48450,,28,Gem,5.42,145.9854
32349,48915,Alp,9,CMa,-1.44,2.6371
32362,48737,Xi,31,Gem,3.35,17.9986
32404,48843,,32,Gem,6.47,877.193
32438,48250,,12,Lyn,4.86,65.8328
32463,48977,,16,Mon,5.92,263.1579
32480,48682,Psi-5,56,Aur,5.24,16.7168
32489,48432,,13,Lyn,5.34,64.6831
32492,49229,,11,CMa,5.28,243.9024
32504,49333,,12,CMa,6.07,241.5459
32533,49161,,17,Mon,4.77,151.0574
32562,48781,Psi-6,57,Aur,5.22,110.4972
32578,49293,,18,Mon,4.48,112.8668
32607,50241,Alp,,Pic,3.24,29.6033
32753,49606,,33,Gem,5.87,263.1579
32759,50013,Kap,13,CMa,3.5,202.0202
32768,50310,Tau,,Pup,2.94,55.8036
32814,49738,,35,Gem,5.68,540.5405
32844,49520,Psi-7,58,Aur,4.99,116.144
32864,48879,,42,Cam,5.14,283.2861
32912,51557,Iot,,Vol,5.41,172.7116
32921,49908,,36,Gem,5.28,150.6024
33018,50019,The,34,Gem,3.6,57.971
33041,50018,,59,Aur,6.1,150.6024
33048,49618,,14,Lyn,5.34,149.2537
33064,50037,,60,Aur,6.32,69.541
33092,50707,,15,CMa,4.82,373.1343
33104,49340,,43,Cam,5.11,300.3003
33133,50204,Psi-8,61,Aur,6.46,229.3578
33152,50877,Omi-1,16,CMa,3.89,100000.0
33160,50778,The,14,CMa,4.08,79.9361
33202,50635,,38,Gem,4.73,25.6279
33248,51055,,17,CMa,5.8,154.5595
33277,50692,,37,Gem,5.74,17.2414
33302,51199,Pi,19,CMa,4.66,29.5858
33345,51250,Mu,18,CMa,5.0,381.6794
33347,51309,Iot,20,CMa,4.36,769.2308
33377,50658,Psi-9,,Aur,5.85,386.1004
33384,54239,The,,Men,5.45,107.9914
33449,50522,,15,Lyn,4.35,54.6747
33485,50973,,16,Lyn,4.9,73.8552
33579,52089,Eps,21,CMa,1.5,124.2236
33595,51530,,39,Gem,6.2,47.6644
33614,51440,,62,Aur,6.02,256.4103
33650,51688,,40,Gem,6.4,366.3004
33715,52005,,41,Gem,5.73,100000.0
33856,52877,Sig,22,CMa,3.49,343.6426
33927,52497,Ome,42,Gem,5.2,456.621
33971,52918,,19,Mon,4.99,373.1343
33977,53138,Omi-2,24,CMa,3.02,847.4576
34045,53244,Gam,23,CMa,4.11,135.5014
34088,52973,Zet,43,Gem,4.01,421.9409
34182,53257,,44,Gem,6.0,123.0012
34440,54131,,45,Gem,5.47,98.912
34444,54605,Del,25,CMa,1.83,492.6108
34473,55864,Gam-1,,Vol,5.68,49.6524
34481,55865,Gam-2,,Vol,3.78,42.8633
34572,53633,,17,Lyn,6.64,141.2429
34622,54810,,20,Mon,4.91,62.1891
34693,54719,Tau,46,Gem,4.41,98.4252
34722,54801,,47,Gem,5.75,119.1895
34724,55057,,21,Mon,5.44,87.184
34752,54716,,63,Aur,4.91,148.8095
34769,55185,Del,22,Mon,4.15,117.7856
34798,55522,,26,CMa,5.91,257.0694
34819,55052,,48,Gem,5.85,109.7695
34861,55156,,49,Gem,7.05,302.1148
34904,55533,,23,Mon,6.68,568.1818
34909,55383,,51,Gem,5.07,165.8375
34981,56014,,27,CMa,4.42,531.9149
35025,55621,,52,Gem,5.84,92.081
35037,56139,Ome,28,CMa,4.01,279.3296
35080,56003,,24,Mon,6.42,138.5042
35146,55280,,18,Lyn,5.2,61.0128
35152,55870,,53,Gem,5.75,235.8491
35228,57623,Del,,Vol,3.97,226.2443
35264,56855,Pi,,Pup,2.71,247.5248
35341,56221,,64,Aur,5.87,85.2515
35350,56537,Lam,54,Gem,3.58,30.931
35412,57060,,29,CMa,4.88,584.7953
35415,57061,Tau,30,CMa,4.37,917.4312
35550,56986,Del,55,Gem,3.5,18.5391
35699,57423,,56,Gem,5.09,135.8696
35710,57264,,65,Aur,5.12,72.3589
35731,57066,,20,Lyn,7.49,100000.0
35735,56820,,47,Cam,6.36,73.8007
35783,57102,,19,Lyn,6.86,100000.0
35785,57103,,19,Lyn,5.8,100000.0
35842,57744,,58,Gem,6.17,87.6424
35846,57727,,57,Gem,5.04,48.7329
35904,58350,Eta,31,CMa,2.45,609.7561
35907,57669,,66,Aur,5.23,370.3704
35941,57927,,59,Gem,5.77,57.4053
35987,58187,,1,CMi,5.37,96.9932
36039,60816,Eps,,Men,5.54,143.0615
36041,58367,Eps,2,CMi,4.99,319.4888
36046,58207,Iot,60,Gem,3.78,36.9004
36145,58142,,21,Lyn,4.61,83.8926
36156,58579,,61,Gem,5.94,136.9863
36188,58715,Bet,3,CMi,2.89,49.5786
36238,58728,,63,Gem,5.2,32.0205
36265,58923,Eta,5,CMi,5.22,97.561
36284,58972,Gam,4,CMi,4.33,97.561
36366,58946,Rho,62,Gem,4.16,18.0473
36377,59717,Sig,,Pup,3.25,59.3824
36393,59037,,64,Gem,5.07,54.0249
36425,59294,,6,CMi,4.55,175.4386
36429,59148,,65,Gem,5.01,148.368
36439,58855,,22,Lyn,5.35,20.2388
36641,59881,Del-1,7,CMi,5.24,233.1002
36723,60111,Del-2,8,CMi,5.59,41.7537
36739,60081,,67,Gem,6.64,202.8398
36760,60107,,68,Gem,5.27,129.8701
36812,60357,Del-3,9,CMi,5.83,176.3668
36850,60179,Alp,66,Gem,1.58,15.5958
36962,60522,Ups,69,Gem,4.06,83.0565
37088,61064,,25,Mon,5.14,67.5219
37204,60986,,70,Gem,5.58,114.0251
37265,61110,Omi,71,Gem,4.89,50.9944
37279,61421,Alp,10,CMi,0.4,3.5142
37300,61338,,74,Gem,5.04,161.0306
37406,61106,,23,Lyn,6.09,214.1328
37447,61935,Alp,26,Mon,3.94,45.3104
37504,63295,Zet,,Vol,3.93,43.2339
37609,61497,,24,Lyn,4.93,81.8331
37629,62044,Sig,75,Gem,4.23,38.3436
37648,62576,,1,Pup,4.63,236.9668
37677,62623,,3,Pup,3.94,100000.0
37704,62285,,76,Gem,5.3,194.5525
37740,62345,Kap,77,Gem,3.57,43.3463
37811,62510,,79,Gem,6.53,158.4786
37826,62509,Bet,78,Gem,1.16,10.3584
37842,62863,,2,Pup,7.03,100000.0
37843,62864,,2,Pup,6.06,77.821
37891,62952,,4,Pup,5.03,72.0981
37908,62721,,81,Gem,4.89,104.0583
37921,62832,,11,CMi,5.25,92.4214
37934,62140,,49,Cam,6.5,96.7118
37949,62066,,51,Cam,5.93,100.7049
38016,62898,Pi,80,Gem,5.14,202.8398
38048,63336,,5,Pup,5.48,28.5959
38070,63462,Omi,,Pup,4.4,434.7826
38106,63208,,82,Gem,6.18,241.5459
38170,63700,Xi,7,Pup,3.34,367.6471
38211,63697,,6,Pup,5.17,78.064
38372,64077,,8,Pup,6.37,75.4717
38373,63975,Zet,13,CMi,5.12,191.2046
38382,64096,,9,Pup,5.16,16.5044
38427,64238,,10,Pup,5.69,334.4482
38495,64092,,84,Gem,7.05,330.033
38538,64145,Phi,83,Gem,4.97,68.2128
38623,64106,,25,Lyn,6.25,246.9136
38639,64144,,26,Lyn,5.47,257.732
38722,64648,,85,Gem,5.38,114.8106
38827,65575,Chi,,Car,3.46,139.47
38835,65228,,11,Pup,4.2,160.0
38848,64960,,1,Cnc,5.8,142.8571
38962,65345,,14,CMi,5.3,74.0741
39023,65699,,12,Pup,5.09,263.8522
39079,65695,,27,Mon,4.93,84.246
39177,65759,,3,Cnc,5.6,243.309
39191,65714,Ome-1,2,Cnc,5.87,203.252
39211,65953,,28,Mon,4.69,137.931
39236,65873,,5,Cnc,5.99,165.5629
39261,65339,,53,Cam,6.02,98.7167
39263,65856,Ome-2,4,Cnc,6.32,145.9854
39424,66216,Chi,,Gem,4.94,78.5546
39429,66811,Zet,,Pup,2.21,332.2259
39447,66347,,7,Cnc,6.84,204.918
39524,66834,,14,Pup,6.12,406.5041
39567,66664,,8,Cnc,5.14,65.7895
39659,66875,Mu-1,9,Cnc,5.96,228.3105
39722,66824,,28,Lyn,6.35,193.4236
39757,67523,Rho,15,Pup,2.83,19.4818
39780,67228,Mu-2,10,Cnc,5.3,23.2883
39794,68520,Eps,,Vol,4.35,172.4138
39847,67006,,27,Lyn,4.78,76.6871
39863,67594,Zet,29,Mon,4.36,324.6753
39874,67483,,12,Cnc,6.25,80.0
39888,67402,,11,Cnc,6.88,229.8851
39906,67797,,16,Pup,4.4,142.6534
39953,68273,Gam-2,,Vel,1.75,342.4658
40007,67690,,13,Cnc,6.44,259.0674
40023,67767,Psi,14,Cnc,5.73,41.3565
40035,68146,,18,Pup,5.53,22.3814
40084,68290,,19,Pup,4.72,54.1712
