hip,hd,bayer,flam,con,mag,dist
105319,202730,The,,Ind,4.39,30.2847
105382,203006,The-1,,Mic,4.8,60.4595
105412,203222,,16,Aqr,5.87,90.9091
105413,203291,,9,Equ,5.81,200.8032
105502,203504,,1,Peg,4.08,47.7783
105515,203387,Iot,32,Cap,4.28,60.3136
105570,203562,Bet,10,Equ,5.16,101.4199
105574,203525,,17,Aqr,5.99,224.2152
105665,203638,,33,Cap,5.38,73.3676
105668,203705,,18,Aqr,5.48,47.1032
105696,203585,The-2,,Mic,5.76,119.7605
105729,203843,,20,Aqr,6.38,63.5728
105761,203875,,19,Aqr,5.71,91.8274
105767,203926,,21,Aqr,5.48,119.0476
105811,204172,,69,Cyg,5.93,100000.0
105841,203760,Gam,,Ind,6.1,66.8449
105858,203608,Gam,,Pav,4.21,9.2618
105881,204075,Zet,34,Cap,3.77,118.2033
105928,204139,,35,Cap,5.78,171.8213
105942,204403,,70,Cyg,5.3,400.0
105966,204414,,35,Vul,5.39,58.3431
105972,204770,,7,Cep,5.42,246.9136
106032,205021,Bet,8,Cep,3.23,210.084
106039,204381,,36,Cap,4.5,52.4659
106067,204394,,5,PsA,6.52,94.6074
106093,204771,,71,Cyg,5.22,66.4452
106140,204724,,2,Peg,4.52,120.7729
106278,204867,Bet,22,Aqr,2.9,164.7446
106327,204783,Xi,,Gru,5.29,142.8571
106340,204854,,6,PsA,5.97,154.321
106481,205435,Rho,73,Cyg,3.98,37.8931
106551,205512,,72,Cyg,4.87,70.9723
106559,205289,,37,Cap,5.7,27.1003
106568,205306,,38,Cap,6.74,55.5247
106654,205471,,8,PsA,5.73,58.4454
106703,205529,,7,PsA,6.1,73.9098
106711,205835,,74,Cyg,5.04,65.8328
106723,205637,Eps,39,Cap,4.51,323.6246
106781,205811,,3,Peg,7.66,145.3488
106783,205811,,3,Peg,6.19,87.6424
106786,205767,Xi,23,Aqr,4.68,54.7645
106787,205852,,5,Peg,5.46,98.4252
106801,206165,,9,Cep,4.76,100000.0
106856,205924,,4,Peg,5.66,54.7046
106942,206058,,24,Aqr,6.66,43.9754
106944,206067,,25,Aqr,5.1,69.4444
106985,206088,Gam,40,Cap,3.69,48.1464
106999,206330,,75,Cyg,5.09,123.7624
107089,205478,Nu,,Oct,3.73,21.1999
107095,206301,,42,Cap,5.16,33.2336
107097,206538,,76,Cyg,6.07,152.207
107119,206952,,11,Cep,4.55,55.9284
107128,206356,,41,Cap,5.24,70.7214
107136,206672,Pi-1,80,Cyg,4.69,529.1005
107144,206445,,26,Aqr,5.66,342.4658
107151,206487,,7,Peg,5.3,223.7136
107162,206644,,77,Cyg,5.73,126.4223
107188,206453,Kap,43,Cap,4.72,90.1713
107232,206561,,44,Cap,5.88,133.5113
107253,206774,,79,Cyg,5.69,84.1751
107259,206936,Mu,,Cep,4.23,100000.0
107302,206677,,45,Cap,5.96,52.9942
107310,206826,Mu-1,78,Cyg,4.49,22.237
107315,206778,Eps,8,Peg,2.38,211.4165
107348,206859,,9,Peg,4.34,284.0909
107354,206901,Kap,10,Peg,4.14,34.2231
107380,206742,Iot,9,PsA,4.35,62.6174
107382,206834,,46,Cap,5.1,242.7184
107418,207260,Nu,10,Cep,4.25,100000.0
107472,207089,,12,Peg,5.29,427.3504
107487,207005,,47,Cap,6.0,363.6364
107517,207052,Lam,48,Cap,5.57,86.3558
107527,207061,,50,Cap,6.99,62.8931
107533,207330,Pi-2,81,Cyg,4.23,338.9831
107556,207098,Del,49,Cap,2.85,11.8666
107575,207203,,11,Peg,5.63,174.5201
107586,207528,,12,Cep,5.53,140.4494
107608,207155,The,10,PsA,5.02,98.4252
107763,207650,,14,Peg,5.07,84.246
107788,207652,,13,Peg,5.34,33.4225
107835,207241,Omi,,Ind,5.52,166.6667
107843,206240,Lam,,Oct,5.27,125.4705
107975,207978,,15,Peg,5.52,27.4499
108022,208057,,16,Peg,5.09,193.7984
108036,207958,Mu,51,Cap,5.08,26.617
108085,207971,Gam,,Gru,3.0,64.7249
108165,208501,,13,Cep,5.74,100000.0
108281,208149,Pi,,Ind,6.17,142.8571
108339,208565,,17,Peg,5.54,122.8501
108431,208450,Del,,Ind,4.4,57.6701
108478,208496,Kap-1,,Ind,6.13,67.1141
108535,209369,,16,Cep,5.04,36.7242
108571,208851,,11,PsA,7.23,75.5858
108612,209008,,18,Peg,6.0,328.9474
108661,209014,Eta,12,PsA,5.43,250.6266
108691,209128,,28,Aqr,5.6,219.2982
108693,209166,,20,Peg,5.61,77.2201
108699,209167,,19,Peg,5.65,165.8375
108772,209481,,14,Cep,5.55,934.5794
108797,209278,,29,Aqr,6.39,270.2703
108868,209396,,30,Aqr,5.55,93.1099
108870,209100,Eps,,Ind,4.69,3.6224
108874,209409,Omi,31,Aqr,4.74,133.5113
108875,209459,,21,Peg,5.83,193.0502
108917,209790,Xi,17,Cep,4.26,29.5946
108924,209772,,18,Cep,5.26,130.039
108925,209744,,15,Cep,6.69,450.4505
108952,209476,,13,PsA,6.45,636.9427
108991,209625,,32,Aqr,5.29,68.1199
109005,209960,,20,Cep,5.27,92.9368
109017,209975,,19,Cep,5.07,632.9114
109056,209833,,23,Peg,5.69,106.383
109068,209747,Nu,22,Peg,4.86,83.2639
109074,209750,Alp,34,Aqr,2.95,160.5136
109081,209529,Kap-2,,Ind,5.62,150.6024
109111,209688,Lam,,Gru,4.47,74.239
109139,209819,Iot,33,Aqr,4.29,53.7057
109176,210027,Iot,24,Peg,3.77,11.7261
109240,210129,,25,Peg,5.79,186.5672
109268,209952,Alp,,Gru,1.73,30.9693
109285,210049,Mu,14,PsA,4.5,41.6493
109289,210066,Ups,,PsA,4.99,130.039
109332,210191,,35,Aqr,5.8,714.2857
109352,210354,Pi-1,27,Peg,5.58,88.4956
109400,210807,,24,Cep,4.79,120.919
109410,210459,Pi-2,29,Peg,4.28,80.6452
109422,210302,Tau,15,PsA,4.94,18.2782
109427,210418,The,26,Peg,3.52,28.2965
109458,210516,,28,Peg,6.45,208.3333
109460,210422,,37,Aqr,6.64,137.5516
109472,210424,,38,Aqr,5.43,137.931
109492,210745,Zet,21,Cep,3.39,256.4103
109556,210839,Lam,22,Cep,5.05,606.0606
109624,210705,,39,Aqr,6.04,42.0521
109720,210845,,40,Aqr,6.93,312.5
109786,210960,,41,Aqr,5.33,71.582
109789,210934,Lam,16,PsA,5.45,153.6098
109857,211336,Eps,23,Cep,4.18,26.1986
109908,211088,Mu-1,,Gru,4.79,84.246
109937,211388,,1,Lac,4.14,190.4762
109973,211202,Mu-2,,Gru,5.11,81.367
110000,211361,,42,Aqr,5.34,179.8561
110003,211391,The,43,Aqr,4.17,57.4713
110023,211434,,44,Aqr,5.75,94.7867
110078,210853,Psi,,Oct,5.49,38.4911
110103,211833,,25,Cep,5.75,282.4859
110130,211416,Alp,,Tuc,2.87,61.237
110179,211676,,45,Aqr,5.96,113.3787
110256,210967,Eps,,Oct,5.09,89.1266
110273,211838,Rho,46,Aqr,5.35,270.2703
110298,211924,,30,Peg,5.37,390.625
110351,212120,,2,Lac,4.55,170.068
110371,212097,,32,Peg,4.78,213.2196
110386,212076,,31,Peg,4.82,497.5124
110391,212010,,47,Aqr,5.12,52.4384
110395,212061,Gam,48,Aqr,3.86,50.2008
110478,212087,Pi-1,,Gru,6.42,163.1321
110506,212132,Pi-2,,Gru,5.62,40.0
110529,212271,,49,Aqr,5.53,80.3213
110538,212496,Bet,3,Lac,4.42,52.1105
110548,212395,,33,Peg,6.2,33.7041
110578,212404,,51,Aqr,5.79,124.3781
110602,212430,,50,Aqr,5.76,140.4494
110609,212593,,4,Lac,4.55,689.6552
110618,211998,Nu,,Ind,5.28,28.7026
110672,212571,Pi,52,Aqr,4.8,239.8082
110778,212697,,53,Aqr,5.55,20.202
110785,212754,,34,Peg,5.76,38.1534
110786,212741,,54,Aqr,6.98,77.821
110787,213403,Rho-1,28,Cep,5.83,63.1712
110817,213087,,26,Cep,5.52,100000.0
110838,212581,Del,,Tuc,4.51,76.9231
110882,212943,,35,Peg,4.78,45.4752
110936,212953,Nu,,Gru,5.47,87.4126
110960,213051,Zet-1,55,Aqr,3.65,28.169
110986,213119,,36,Peg,5.6,182.8154
110991,213306,Del,27,Cep,4.07,265.252
110997,213009,Del-1,,Gru,3.97,94.8767
111022,213310,,5,Lac,4.34,505.0505
111043,213080,Del-2,,Gru,4.12,101.2146
111056,213798,Rho-2,29,Cep,5.45,75.1315
111062,213235,,37,Peg,5.51,51.8672
111068,213323,,38,Peg,5.64,110.4972
111086,213236,,56,Aqr,6.36,193.4236
111104,213420,,6,Lac,4.52,526.3158
111123,213320,Sig,57,Aqr,4.82,88.8099
111138,213296,Zet,,PsA,6.43,132.4503
111169,213558,Alp,7,Lac,3.76,31.4564
111188,213398,Bet,17,PsA,4.29,43.7828
111196,211539,Ups,,Oct,5.76,99.4036
111200,213464,,58,Aqr,6.39,71.582
111278,213617,,39,Peg,6.43,50.2513
111310,213442,Nu,,Tuc,4.91,88.968
111394,213789,,60,Aqr,5.88,106.6098
111449,213845,Ups,59,Aqr,5.21,22.6809
111497,213998,Eta,62,Aqr,4.04,51.4668
111532,214470,,31,Cep,5.08,54.8847
111539,214028,,61,Aqr,6.39,149.2537
111544,214168,,8,Lac,6.6,100000.0
111594,214085,Sig-1,,Gru,6.28,68.306
111643,214150,Sig-2,,Gru,5.85,65.8328
111674,214454,,9,Lac,4.64,52.6316
111710,214376,Kap,63,Aqr,5.04,65.5738
111797,214734,,30,Cep,5.19,88.0282
111810,214567,,40,Peg,5.84,114.4165
111841,214680,,10,Lac,4.89,529.1005
111843,214572,,64,Aqr,6.93,68.6813
111884,214698,,41,Peg,6.33,205.7613
111944,214868,,11,Lac,4.5,102.0408
111954,214748,Eps,18,PsA,4.18,149.2537
112029,214923,Zet,42,Peg,3.41,62.6566
112031,214993,,12,Lac,5.25,411.5226
112051,214994,Omi,43,Peg,4.8,91.5751
112102,214966,,19,PsA,6.12,211.4165
112122,214952,Bet,,Gru,2.07,54.2594
112158,215182,Eta,44,Peg,2.93,65.703
112161,215097,,65,Aqr,7.04,161.8123
112179,215143,,67,Aqr,6.4,114.1553
112203,215104,Rho,,Gru,4.84,70.6215
112211,215167,,66,Aqr,4.68,132.8021
112242,215373,,13,Lac,5.11,78.6782
112358,215510,,45,Peg,6.27,113.3787
112362,215452,,20,PsA,6.52,87.0322
112374,215369,Eta,,Gru,4.84,127.2265
112405,214846,Bet,,Oct,4.13,45.7666
112440,215665,Lam,47,Peg,3.97,111.9821
112447,215648,Xi,46,Peg,4.2,16.2973
112529,215721,,68,Aqr,5.24,77.8816
112542,215766,Tau-1,69,Aqr,5.68,97.371
112615,215874,,70,Aqr,6.19,111.6071
112623,215789,Eps,,Gru,3.49,39.5257
112716,216032,Tau-2,71,Aqr,4.05,97.371
112724,216228,Iot,32,Cep,3.5,35.3482
112748,216131,Mu,48,Peg,3.51,32.5309
112778,216200,,14,Lac,5.91,348.4321
112781,215573,Xi,,Oct,5.32,151.0574
112813,216182,,72,Aqr,7.01,223.2143
112862,216210,,21,PsA,5.99,98.912
112917,216397,,15,Lac,4.95,99.7009
112935,216385,Sig,49,Peg,5.16,27.2777
112948,216336,Gam,22,PsA,4.46,66.0502
112961,216386,Lam,73,Aqr,3.73,118.0638
113031,216494,,74,Aqr,5.8,253.1646
113044,216435,Tau-1,,Gru,6.03,32.6158
113085,216567,,75,Aqr,6.86,332.2259
113127,216637,,78,Aqr,6.2,206.1856
113136,216627,Del,76,Aqr,3.27,49.2368
113137,216437,Rho,,Ind,6.04,26.7451
113148,216640,,77,Aqr,5.53,41.1862
113167,216701,,1,Psc,6.11,108.2251
113186,216735,Rho,50,Peg,4.91,95.6938
113246,216763,Del,23,PsA,4.2,47.259
113281,216916,,16,Lac,5.6,390.625
113307,216823,Tau-3,,Gru,5.72,74.6269
113357,217014,,51,Peg,5.45,15.6079
113368,216956,Alp,24,PsA,1.17,7.7036
113503,217232,,52,Peg,5.76,94.3396
113521,217264,,2,Psc,5.43,91.659
113610,217428,,3,Psc,6.22,179.5332
113638,217364,Zet,,Gru,4.11,33.3778
113674,217531,,81,Aqr,6.23,151.7451
113726,217675,Omi,1,And,3.62,210.5263
113781,217701,,82,Aqr,6.18,446.4286
113788,217782,,2,And,5.09,129.199
113860,217792,Pi,,PsA,5.12,29.4204
113881,217906,Bet,53,Peg,2.44,60.0962
113889,217891,Bet,4,Psc,4.48,125.1564
113919,218031,,3,And,4.64,54.1712
113957,217902,Kap,,Gru,5.37,111.6071
113963,218045,Alp,54,Peg,2.49,40.8831
113996,218060,,83,Aqr,5.44,64.2261
114006,218081,,84,Aqr,7.09,555.5556
114054,218173,,85,Aqr,6.71,230.9469
114104,218376,,1,Cas,4.84,346.0208
114119,218240,,86,Aqr,4.48,66.313
114131,218227,The,,Gru,4.28,40.4367
114132,218242,Ups,,Gru,5.62,87.3362
114144,218329,,55,Peg,4.54,100.8065
114155,218356,,56,Peg,4.76,181.4882
114164,218331,,87,Aqr,7.39,156.7398
114200,218452,,4,And,5.3,106.9519
114210,218470,,5,And,5.68,34.3407
114222,218658,Pi,33,Cep,4.41,75.643
114273,218527,,5,Psc,5.42,81.4996
114341,218594,,88,Aqr,3.68,82.9876
114347,218634,,57,Peg,5.05,239.8082
114365,218753,,2,Cas,5.68,534.7594
114375,218640,,89,Aqr,4.71,154.5595
114389,218700,,58,Peg,5.39,248.139
114421,218670,Iot,,Gru,3.88,56.1798
114430,218804,,6,And,5.91,27.6472
114520,218918,,59,Peg,5.15,74.2942
114526,218935,,60,Peg,6.19,70.1754
114570,219080,,7,And,4.53,24.5881
114724,219215,Phi,90,Aqr,4.22,61.9579
114844,219477,,61,Peg,6.51,265.9574
114855,219449,Psi-1,91,Aqr,4.24,45.9348
114939,219576,Chi,92,Aqr,4.93,187.9699
114971,219615,Gam,6,Psc,3.7,42.3012
114996,219571,Gam,,Tuc,3.99,23.0574
115022,219734,,8,And,4.82,172.7116
115033,219688,Psi-2,93,Aqr,4.41,123.1527
115054,219693,Phi,,Gru,5.54,35.4108
115065,219815,,9,And,5.98,129.5337
115088,219916,Omi,34,Cep,4.75,62.2665
115102,219784,Gam,,Scl,4.41,55.8659
115115,219832,Psi-3,95,Aqr,4.99,80.1925
115126,219834,,94,Aqr,5.2,21.1193
115142,219877,,96,Aqr,5.56,34.1647
115152,219945,,11,And,5.44,87.7193
115191,219981,,10,And,5.81,147.4926
115227,220009,,7,Psc,5.05,132.626
115250,220061,Tau,62,Peg,4.58,49.5786
115271,220088,,63,Peg,5.58,128.7001
115280,220117,,12,And,5.77,41.9639
115355,220222,,64,Peg,5.35,254.4529
115404,220278,,97,Aqr,5.19,65.3595
115407,220318,,65,Peg,6.28,175.1313
115438,220321,,98,Aqr,3.96,50.1002
115444,220363,,66,Peg,5.09,119.0476
115590,220652,,4,Cas,4.96,240.9639
115591,220599,,67,Peg,5.56,145.1379
115623,220657,Ups,68,Peg,4.42,52.2466
115669,220704,,99,Aqr,4.38,86.881
115713,220729,Omi,,Gru,5.53,30.7692
115738,220825,Kap,8,Psc,4.95,47.0588
115755,220885,,13,And,5.75,91.9963
115768,220858,,9,Psc,6.26,112.9944
115806,220933,,69,Peg,5.99,110.6195
115830,220954,The,10,Psc,4.27,45.5373
115836,219765,Tau,,Oct,5.5,149.0313
115919,221115,,70,Peg,4.54,53.6193
115945,221147,,11,Psc,6.35,279.3296
115951,221146,,12,Psc,6.88,38.2117
116076,221345,,14,And,5.22,79.1766
116118,221357,,100,Aqr,6.24,76.1615
116146,221409,,13,Psc,6.39,206.6116
116231,221507,Bet,,Scl,4.38,53.3618
116247,221565,,101,Aqr,4.7,90.009
116264,221615,,71,Peg,5.33,159.4896
116310,221673,,72,Peg,4.97,168.3502
116323,221675,,14,Psc,5.91,64.9351
116354,221756,,15,And,5.55,80.3213
116355,221758,,73,Peg,5.63,88.968
116389,221760,Iot,,Phe,4.69,76.2777
116422,221833,,15,Psc,6.47,86.0585
116495,221950,,16,Psc,5.68,30.9789
116584,222107,Lam,16,And,3.81,26.4061
116592,222098,,74,Peg,6.26,112.7396
116611,222133,,75,Peg,5.49,71.3776
116631,222173,Iot,17,And,4.29,153.1394
116709,222304,,18,And,5.35,129.199
116727,222404,Gam,35,Cep,3.21,14.1024
116737,222287,The,,Phe,6.07,78.8644
116758,222345,Ome-1,102,Aqr,4.97,43.592
116771,222368,Iot,17,Psc,4.13,13.7137
116805,222439,Kap,19,And,4.15,51.6262
116820,222433,Mu,,Scl,5.3,89.4454
116889,222547,,103,Aqr,5.36,232.0186
116901,222574,,104,Aqr,4.82,257.0694
116928,222603,Lam,18,Psc,4.49,32.6904
116971,222661,Ome-2,105,Aqr,4.49,45.5373
116972,222683,,76,Peg,6.3,112.7396
117020,222764,,77,Peg,5.09,189.7533
117073,222842,,78,Peg,4.93,68.7758
117089,222847,,106,Aqr,5.24,116.144
117218,223024,,107,Aqr,5.28,73.2064
117221,223047,Psi,20,And,4.97,307.6923
117245,223075,,19,Psc,4.95,275.4821
117301,223165,Tau,5,Cas,4.88,53.3333
117315,223145,Sig,,Phe,5.18,185.1852
117375,223252,,20,Psc,5.49,97.0874
117447,223385,,6,Cas,5.43,100000.0
117452,223352,Del,,Scl,4.59,42.1408
117491,223438,,21,Psc,5.77,93.1099
117500,223461,,79,Peg,5.95,88.3392
117628,223637,,80,Peg,5.77,259.0674
117629,223640,,108,Aqr,5.17,97.7517
117683,223719,,22,Psc,5.59,229.3578
117689,223647,Gam-1,,Oct,5.1,81.3008
117718,223768,Phi,81,Peg,5.06,141.844
117730,223781,,82,Peg,5.3,56.0224
117735,223792,,83,Peg,6.68,146.6276
117761,223825,,24,Psc,5.93,137.3626
117774,223855,,25,Psc,6.29,126.2626
117863,224014,Rho,7,Cas,4.51,100000.0
117927,224103,,26,Psc,6.22,127.0648
118114,224362,Gam-2,,Oct,5.72,93.5454
118121,224392,Eta,,Tuc,5.0,47.4383
118131,224427,Psi,84,Peg,4.63,145.9854
118178,224481,,1,Cet,6.28,190.8397
118209,224533,,27,Psc,4.88,71.8907
118234,224554,Pi,,Phe,5.13,88.1057
118243,224572,Sig,8,Cas,4.88,100000.0
118268,224617,Ome,28,Psc,4.03,31.9898
118322,224686,Eps,,Tuc,4.49,114.4165
